title,status,genres,favorites,popularity,rank,score,authors
Legend,Finished,"Comedy, Fantasy",20,#8486,#5776,7.2,"Kara (Art), Woo, Soo Jung (Story)"
Chocolat,Finished,"Comedy, Drama, Romance",31,#8253,#5777,7.2,"Shin, Ji-Sang (Story & Art), Geo (Story & Art)"
My Girl,Finished,"Drama, Romance",7,#7379,#5887,7.19,"Paek, Jeong Won (Story & Art)"
Pure,Finished,"Love, Drama",11,#18980,#5918,7.19,"Ha, Sung-Hyun (Story & Art)"
Dear X,Finished,Drama,3,#22791,#5928,7.19,Vanziun (Story & Art)
Best Teacher Baek,Publishing,"Action, Fantasy",5,#8804,#5929,7.19,"Ganjjajang (Story), Oribori (Art)"
The Crow's Prince,Publishing,"Fantasy, Romance",21,#6182,#5930,7.19,"Silvestar (Story), Glee (Art)"
I Played the Role of the Adopted Daughter Too Well,Publishing,"Fantasy, Romance",7,#13518,#5931,7.19,"Dana (Story), Laqua (Art)"
Why Did Men Stop Wearing High Heels?,Finished,Drama,3,#26193,#5970,7.19,"Kim, Jimmy (Story & Art)"
Kisses x Kiss x Kisses,Finished,Love,3,#22941,#5975,7.19,Ansi (Story & Art)
"Cherry Boy, That Girl",Finished,"Comedy, Romance, Life",86,#3177,#5956,7.19,South Ant (Story & Art)
+99 Reinforced Wooden Stick,Publishing,"Action, Comedy, Fantasy",46,#4131,#6007,7.18,"Hongsil (Story), Jipery (Art)"
Ghost Theater,Finished,"Drama, Supernatural",5,#19328,#6008,7.18,LICO (Story & Art)
Caught By the Villain,Publishing,Fantasy,20,#7025,#6009,7.18,"Cha, Sohee (Story), Chara (Art)"
My Boss's Special Request,Publishing,Romance,7,#20839,#6011,7.18,"Park, Hanna (Story), Jina (Art)"
Tale of a Scribe Who Retires to the Countryside,Publishing,"Action, Adventure, Fantasy",11,#10245,#6012,7.18,"Choi, Hyun-woo (Story), Gogi Sanjeok (Art), Team Pegasus (Art)"
Revenge on the Real One,Publishing,"Drama, Fantasy",6,#13352,#6013,7.18,"Maru Gongbang (Art), Rina (Story)"
The Tyrant Wants to Be Good,Publishing,"Fantasy, Romance",7,#12179,#6015,7.19,"Kakon (Art), Ramgeul (Story)"
Surviving the Game as a Barbarian,Publishing,"Action, Fantasy",5,#13061,#6016,7.18,"Jeong, Yungang (Story), Nep (Art)"
Forest of Gray City,Finished,"Romance, Life",16,#7845,#6035,7.18,"Uhm, Jung-Hyun (Story & Art)"
Replay,Finished,"Drama, Mystery, Romance, Supernatural",8,#12434,#6049,7.18,"Ryu, Riang (Story & Art)"
Laon,Finished,"Fantasy, Mystery, Supernatural",32,#9632,#6066,7.18,"Hyun, You (Art)"
Aisopos,Finished,"Adventure, Drama, Fantasy, Romance",20,#11415,#6021,7.18,"Kim, Yangsoo (Story), Dogado (Art)"
"Que Sera, Sera!",Finished,Romance,18,#19396,#5990,7.18,"Gonarija (Story), Sujeong (Art)"
My ID Is Gangnam Beauty,Finished,"Comedy, Drama, Romance",30,#5562,#5991,7.18,"Ki, Maenggi (Story & Art)"
Fight Class 3,Publishing,Action,39,#8385,#5992,7.18,Ihak (Story & Art)
"66,666 Years: Advent of the Dark Mage",Publishing,Fantasy,34,#2740,#6173,7.17,"Pasa (Art), Hwabong (Story), Taru (Story)"
Flower and the Beast,Finished,"Fantasy, Romance",5,#14141,#6174,7.17,"Solddam (Story), Jooreong (Art)"
Tales of Greed,Finished,Suspense,3,#18142,#6176,7.17,"Kim, Juin (Story), Park Tae-jun Manhwa Hoesa (Art)"
Return of the SSS-Class Ranker,Publishing,"Action, Fantasy",8,#4966,#6178,7.17,"Gald (Story), Rooty House (Art)"
Baek XX,Publishing,Action,2,#20772,#6179,7.17,"Haetae (Story), Punch Kick (Art)"
Hush,Finished,"Comedy, Romance",4,#16754,#6200,7.17,"Yoon, Ji Woon (Story & Art)"
Click,Finished,"Comedy, Drama, Romance",12,#8771,#6236,7.16,"Lee, Youngran (Story & Art)"
Safe Again Today,Finished,"Comedy, Fantasy, Sci-Fi",2,#16269,#6255,7.16,"Park, Suhlah (Story & Art)"
Yongbi Bulpae Oejeon,Publishing,"Action, Adventure, Comedy",4,#12644,#6263,7.16,"Mun, Jung-Hoo (Story & Art)"
Nephilim John,Finished,"Action, Adventure, Fantasy",11,#7368,#6265,7.16,"Ryu, Geum Chel (Story & Art)"
I Accept You,Finished,Romance,10,#7279,#6270,7.16,"Kwon, Yeul Hee (Story & Art)"
100 Days in Europe,Finished,"Adventure, Drama, Romance",11,#24694,#6283,7.16,"Kim, Jihyo (Story & Art)"
Sandwich Girl,Finished,"Comedy, Romance",7,#12618,#6298,7.16,"Han, Yu-Rang (Story & Art)"
Sir Tiger's Table,Publishing,Comedy,4,#16682,#6306,7.16,"Im, Hae Yeon (Story & Art)"
Hanged Doll,Finished,"Action, Drama, Horror, Mystery",23,#5725,#6316,7.16,Team Getname (Story & Art)
The Dragon Next Door,Finished,"Comedy, Fantasy, Life",13,#13293,#6344,7.16,Cho (Story & Art)
Kill the Hero,Publishing,"Action, Adventure, Fantasy",43,#2876,#6357,7.16,"D-Dart (Story), Manhwa Insaeng (Art)"
From a Knight to a Lady,Publishing,Fantasy,24,#7345,#6358,7.16,"Sung, Hyerim (Story), Ink. (Story & Art)"
50 Tea Recipes from the Duchess,Finished,"Fantasy, Romance",35,#5574,#6359,7.16,"Lee, Jiha (Story), Cho, Hyunyoung (Art)"
Philia Rosé: The Prophecy of the Crown of Thorns,Publishing,"Drama, Fantasy",8,#18392,#6360,7.16,"Kim, Youngji (Story), Ryuta (Art)"
Rotten,Finished,Suspense,3,#19434,#6361,7.16,Digeut (Story & Art)
Zomgan,Publishing,Action,4,#12067,#6362,7.16,"Ongoo (Story), Dai (Art)"
Poison Dragon: The Legend of an Asura,Publishing,"Action, Fantasy",11,#4766,#6363,7.16,"Senior (Story), Yeonggwang (Art)"
Designated Bully,Publishing,Action,12,#6036,#6365,7.16,Grimzo (Story & Art)
The Red Knight Seeks No Reward,Publishing,"Fantasy, Romance",3,#10992,#6370,7.15,"Rosiwon (Story), Song, Jaemin (Art)"
Gwisin Byeolgok,Finished,"Action, Comedy, Romance, Supernatural",6,#8215,#6380,7.15,"Han, Hyun-Dong (Story & Art)"
The Kidnapping of Minja Jo's Boyfriend,Finished,Romance,0,#11145,#6403,7.15,"Lee, Sang-Eun (Story & Art), Yang, Yeo-Jin (Story & Art)"
Hannune Banhada! Season 1,Finished,"Comedy, Drama, Romance, Supernatural",8,#15447,#6434,7.15,"Lee, Shi Young (Story & Art)"
That Summer,Finished,"Love, Drama",16,#20794,#6444,7.15,"Kim, Hyun (Story & Art)"
Adelaide,Finished,"Comedy, Fantasy, Romance",33,#3384,#6450,7.15,"Chae, Habin (Story), Lee, Suho (Art)"
Subtle Disaster,Finished,Drama,17,#13707,#6470,7.15,"Ahn, Sung Ho (Story & Art)"
Chronicles of the Grim Peddler,Finished,"Fantasy, Romance",13,#10036,#6517,7.14,"Lee, Jung Ah (Story & Art)"
Tiara,Publishing,Fantasy,9,#9888,#6527,7.14,"Kara (Art), Lee, Yun-hee (Story)"
The Demonic Contract,Publishing,"Drama, Fantasy, Romance",8,#6109,#6531,7.14,"Kim, Yunkyeong (Story), Yeoul (Art)"
"Your Majesty, Please Spare Me This Time",Publishing,"Fantasy, Romance",23,#10069,#6533,7.14,"eclair (Story), Hayeon (Art)"
Ginger and the Cursed Prince,Finished,"Fantasy, Romance",18,#7242,#6534,7.14,"Jwittong Saettong (Story), Koonac (Art)"
Hanlim Gym,Publishing,Sports,10,#15912,#6535,7.14,"Hyeseong (Story), Lee, Sukjae (Art)"
I Fell into a Reverse Harem Game!,Publishing,Fantasy,19,#7988,#6536,7.14,"Inui (Story), Goya (Art)"
The Spark in Your Eyes,Publishing,"Drama, Fantasy",8,#12602,#6537,7.14,Muro (Story & Art)
Nobody Knows,Finished,"Drama, Mystery, Romance, Supernatural",15,#9366,#6559,7.14,"Lee, Hyeon-Sook (Story & Art)"
3 Level Combination,Finished,"Drama, Romance, Sci-Fi",24,#6033,#6564,7.14,"Ha, Il-Kwon (Story & Art)"
Blood Rain,Finished,"Action, Drama",4,#20911,#6603,7.13,"Baek, Seung Hoon (Art), Meen (Story)"
"What's Wrong with You, Duke?",Finished,"Drama, Fantasy, Romance",18,#5598,#6617,7.13,"Bandalbanji (Story), Eddie (Art)"
A Villainess for the Tyrant,Finished,"Fantasy, Romance",13,#6102,#6619,7.13,"Yu-iran (Story), Jagae (Art)"
Escape Room,Finished,Horror,11,#15260,#6621,7.13,SipPark (Story & Art)
Another Love,Finished,"Drama, Romance",1,#17874,#6622,7.13,"Sparkler (Story), Lee, Soonki (Story), Ddogak (Art)"
Twilight Poem,Publishing,"Drama, Fantasy, Romance",10,#12121,#6624,7.13,"Midnight Studio (Art), Kim, Suji (Story)"
Interview with the Criminal,Finished,Love,10,#23253,#6625,7.13,"Queensa (Story), Ppyong (Art)"
The Falcon Princess,Publishing,Fantasy,4,#12548,#6627,7.13,"Dongjeon (Art), Hanryui (Story)"
Here Comes the Silver Spoon!,Publishing,"Fantasy, Romance",0,#14858,#6628,7.13,"Portofino (Story), Sin, Yuseong (Art)"
I Will Fall With the Emperor,Publishing,"Fantasy, Romance",3,#17485,#6629,7.13,"Tenichi (Story), SORAJIMA Studio (Art)"
Cynical Orange,Finished,"Drama, Romance",10,#9807,#6658,7.13,"Yoon, Ji Woon (Story & Art)"
Very! Very! Sweet,Finished,"Comedy, Drama",17,#17144,#6670,7.13,"Shin, Ji-Sang (Story & Art), Geo (Story & Art)"
She Scares Me,Finished,"Action, Comedy, Romance",13,#6779,#6685,7.13,"Hwang, Mi Ri (Story & Art)"
M.A.X.,Finished,"Comedy, Romance",7,#6820,#6694,7.13,"Huh, Gook Hwa (Story), Park, Kyoung-Lan (Art)"
A Fairytale for the Demon Lord,Finished,"Action, Adventure, Fantasy, Romance",98,#1825,#6754,7.12,"Kim, Yong-Hwan (Story & Art)"
Again My Life,Finished,Drama,3,#15278,#6800,7.12,"Lee, Haenal (Story), Seon, Yong-min (Art)"
Long After the Ending,Finished,Romance,3,#15854,#6802,7.12,"Wonderdream (Story), Dorae (Art)"
Regina Rena: To the Unforgiven,Publishing,"Action, Drama, Fantasy",14,#8103,#6803,7.12,"Kim, Youngji (Story), Kwak, Nana (Story), Seol, Dong-won (Art)"
Never-Ending Darling,Publishing,"Sci-Fi, Suspense",3,#23719,#6805,7.12,Woollee (Story & Art)
I'm Not That Kind of Talent,Publishing,"Action, Fantasy",18,#7615,#6806,7.12,"Denpi (Story), Meona (Art)"
The Villainess Is Shy in Receiving Affection,Publishing,Fantasy,2,#18207,#6807,7.12,"Ryu, Heon (Story), Chira (Art)"
It's Love,Finished,"Comedy, Drama",7,#9874,#6829,7.12,"Back, Sang-Eun (Story & Art)"
Operation Liberate Men,Publishing,"Adventure, Drama, Fantasy",3,#15543,#6839,7.12,"Lee, Mira (Story & Art)"
Seol Hui,Publishing,"Drama, Romance, Supernatural",5,#17969,#6852,7.12,"Kang, Kyungok (Story & Art)"
Banya: The Explosive Delivery Man,Finished,"Action, Adventure, Comedy, Fantasy",19,#4875,#6871,7.11,"Kim, Young-Oh (Story & Art)"
unTouchable,Finished,Romance,10,#10802,#6986,7.11,Massstar (Story & Art)
The Warrior Returns,Publishing,"Action, Fantasy",40,#4839,#6987,7.11,"Narack (Story), Fungback (Art)"
Gimme That Pacifier!,Publishing,Fantasy,2,#14160,#6988,7.11,"Ja, Eunhyang (Story), Heeng (Art)"
Dreamcide,Finished,"Action, Supernatural",6,#25376,#6989,7.11,"Shinweol (Art), Hong, Jeonghoon (Story)"
The Lady and the Beast,Publishing,"Fantasy, Romance",9,#6270,#6994,7.1,"Maginot Seon (Story), Hongseul (Art)"
There Must Be Happy Endings,Publishing,Romance,10,#11387,#6995,7.1,"Flada (Story), Jaerim (Art)"
The Build Up,Publishing,Sports,3,#17004,#6996,7.1,911 (Story & Art)
Memorize,Publishing,"Action, Adventure, Fantasy",18,#4600,#6997,7.1,"Jeongha (Art), Ro, Yu-jin (Story)"
The Nuna at Our Office,Finished,Romance,24,#12318,#6998,7.1,"Palmeiro (Story), Wasakbasak (Art)"
How to Hide the Emperor's Child,Publishing,"Drama, Fantasy",11,#7692,#6999,7.1,"Lee, Yeonseon (Story), Ssal (Art)"
Return of the Bloodthirsty Police,Publishing,Action,0,#18095,#7001,7.1,"Lee, Yoon-Kyoon (Art), Lee, Jehwan (Story)"
Yeonmo,Finished,"Drama, Romance",3,#14853,#7016,7.1,"Lee, So Young (Story & Art)"
Roureville,Finished,"Adventure, Love, Comedy, Drama, Life, Supernatural",1,#24781,#7039,7.1,"Hae, E. (Story & Art)"
Normal City,Finished,"Drama, Romance, Sci-Fi",3,#17087,#7066,7.1,"Kang, Kyungok (Story & Art)"
I'm at End of Your Sight,Publishing,"Drama, Romance, Life",1,#17207,#7075,7.1,"Seo, Moon Da Mi (Story & Art)"
Trump!,Publishing,"Action, Comedy",6,#9208,#7079,7.1,"Jung, Hyun-Joo (Story & Art)"
Island,Finished,"Action, Horror, Supernatural",32,#6022,#7156,7.09,"Yoon, In-Wan (Story), Yang, Kyung-il (Art)"
Queens,Finished,"Comedy, Romance",3,#19340,#7167,7.09,"Ha, Sung-Hyun (Story & Art)"
The Girl's Winter,Finished,Drama,2,#17262,#7171,7.09,"Shin-jeong-min, Ahn (Story & Art)"
Murim RPG Simulation,Publishing,"Action, Adventure, Fantasy",7,#6860,#7204,7.09,"Cho, Hyung Geun (Story), Gwanghwi (Art)"
Her Bucket List,Finished,"Drama, Romance",2,#21334,#7206,7.09,"Hwangyang (Story), Sop (Art)"
The Legendary Spearman Returns,Publishing,"Action, Fantasy",17,#3894,#7207,7.09,"Jo-seonsaengnim (Story), Studio Inus (Art)"
"Frozen Wolf, Fire Dragon",Publishing,"Fantasy, Romance",1,#20421,#7208,7.09,"Chae, Yuhwa (Story), Gyeoulhae (Art)"
Legend of Tyr,Finished,"Action, Adventure, Comedy, Fantasy",13,#5367,#7209,7.09,"Na, In-Soo (Story), Son, Chang-ho (Art)"
Song of the Doll,Finished,"Drama, Fantasy, Mystery, Romance",21,#7725,#7210,7.09,"Lee, Sun-Young (Story & Art)"
Heart to Give,Finished,"Drama, Fantasy, Romance",3,#17898,#7244,7.09,Wann (Story & Art)
Kung Fu Komang,Finished,"Action, Adventure, Comedy",10,#31961,#7253,7.09,"Park, In Seo (Story), Choi, Sang (Art)"
Doridosim,Finished,Romance,9,#16186,#7271,7.09,"Lee, Gpiee (Story & Art)"
Back to School,Finished,Love,10,#10417,#7274,7.09,Oryu (Story & Art)
1 Plus 1,Finished,Romance,12,#14361,#7280,7.09,Soru (Story & Art)
She's Hopeless,Finished,Romance,26,#7408,#7323,7.08,"Kang, Seok Woo (Story & Art)"
God of Blackfield,Publishing,Action,44,#3886,#7424,7.08,"Mujang (Story), Shin, Inseong (Art)"
The Worn and Torn Newbie,Publishing,"Action, Adventure, Fantasy",17,#4590,#7325,7.08,"Lego Babasseo (Story), Boniee (Art)"
How to Become a Dragon,Publishing,Supernatural,4,#19671,#7326,7.08,eon (Story & Art)
Hive,Finished,"Action, Horror, Suspense",8,#14572,#7327,7.08,"Kim, Kyusam (Story & Art)"
The Savior's Time,Finished,"Drama, Mystery",2,#25327,#7328,7.08,"Song, Geukjang (Story & Art)"
Martial Artist Lee Gwak,Finished,"Action, Adventure, Fantasy",2,#20877,#7331,7.08,"Ryu, Geum Chel (Story & Art), Woogack (Story)"
Return of the War God,Publishing,"Action, Fantasy",4,#8944,#7332,7.08,"Myosu (Story), Rough (Art)"
Love SOS,Finished,"Action, Drama, Romance",11,#7331,#7350,7.08,"Hwang, Mi Ri (Story)"
Coy - Crush On You,Finished,"Love, Comedy, Drama, Romance, Life",5,#15112,#7355,7.08,"Lee, Kyung-ha (Story & Art)"
Adventure and Trouble Diary,Finished,"Comedy, Drama, Fantasy, Romance, Sci-Fi",11,#7555,#7360,7.08,"Yoo, Ha Jin (Story & Art)"
Shi Hwa Mong,Finished,"Comedy, Drama, Romance",5,#21751,#7365,7.08,"Lee, Jong-Eun (Story & Art)"
I-Ren,Finished,"Comedy, Fantasy, Romance",9,#10561,#7414,7.08,Aivan (Story & Art)
The Phantom King,Finished,"Action, Drama, Horror, Mystery, Supernatural",11,#5012,#7435,7.07,"Yoon, Jae Ho (Art), Im, Dal Young (Story)"
Hell Blade,Finished,"Drama, Mystery, Supernatural",29,#6928,#7441,7.07,"Yoo, Jetae (Story & Art)"
Her Tale of Shim Chong Side Stories,Finished,"Drama, Love",7,#26257,#7509,7.07,"seri (Story), Biwan (Art)"
The Villainess Lives Again,Publishing,"Drama, Fantasy, Romance",16,#4723,#7510,7.07,"Han, Mint (Story), Peachberry (Art)"
Sixth Sense Kiss,Finished,Romance,14,#9910,#7511,7.07,"Got-nyeo (Story), Jocobong (Art)"
Tricked Into Becoming the Heroine's Stepmother,Publishing,"Fantasy, Romance",9,#7625,#7512,7.07,"Mokgamgi (Story), Hariheen (Art)"
Garden Club Detective Squad,Finished,"Comedy, Mystery",3,#22156,#7438,7.07,Oichyu (Story & Art)
My Unexpected Marriage,Publishing,"Drama, Fantasy, Romance",2,#11025,#7439,7.07,"Ratshu (Story), Munmyeongin (Art)"
A Chance at Last,Finished,"Drama, Romance",2,#18816,#7440,7.07,"Seo, Hye-eun (Story), Dindon (Art)"
The Art of Reincarnation,Publishing,"Action, Fantasy",14,#4398,#7441,7.07,"Kim, Pyeongbeom (Story), Lee, Sangkyung (Art)"
Talented Baby Squirrel,Publishing,"Fantasy, Romance",5,#14072,#7442,7.07,"Guncheong Jundan (Story), Han, Soyoung (Art)"
Boarding House of Hunks,Finished,"Comedy, Romance",27,#4514,#7540,7.07,"Hwang, Mi Ri (Story & Art)"
Player Kill,Finished,Action,2,#9864,#7548,7.07,"Lee, Jong-Kyu (Story), Park, Chul-Ho (Art)"
Say Say Say,Finished,Comedy,5,#10633,#7558,7.07,"Hwang, Mi Ri (Story & Art)"
Ragnarok,On Hiatus,"Action, Adventure, Comedy",184,#3239,#7651,7.06,"Lee, Myung-Jin (Story & Art)"
Dorothy of Oz,Finished,"Comedy, Fantasy",11,#19911,#7670,7.06,"Son, Hee-Joon (Story & Art)"
The Snow Queen,Finished,"Drama, Romance",6,#13124,#7683,7.06,Wann (Art)
My Secretly Hot Husband,Publishing,"Fantasy, Romance",19,#5432,#7629,7.06,"Jungyeon (Story), Harara (Art)"
Farmer of Spirits,Publishing,Fantasy,7,#10347,#7630,7.06,"Susaegyeongjang (Story), Gusigi (Art)"
Side Characters Deserve Love Too,Publishing,"Comedy, Fantasy, Romance",8,#13921,#7633,7.06,"Dandi (Story), Sodapie (Art)"
The Beloved Fake Saint,Publishing,Fantasy,3,#16211,#7634,7.06,"Junnye (Story), Hwinangsie (Art)"
Severe Trauma Center: Golden Hour,Finished,Drama,7,#23100,#7761,7.05,"Hansan, Leega (Story), Hong, Bichi-ra (Art)"
Peppermint,Finished,"Comedy, Drama, Romance",9,#15270,#7811,7.05,"Seo, Eun-Jin (Story & Art)"
Utopia of Homosexuality,Finished,Romance,16,#11316,#7824,7.05,"Lee, Sang-Eun (Story & Art)"
Promise,Finished,"Comedy, Romance",1,#18451,#7841,7.05,"Lee, Eun-Young (Story & Art)"
Talking About...,Finished,Romance,4,#22178,#7847,7.05,Wann (Story & Art)
Appetite,Finished,"Action, Supernatural",10,#22545,#7774,7.05,Lero (Story & Art)
1 Second,Publishing,"Action, Supernatural",2,#18849,#7791,7.05,"Sini (Story), Gwang-un (Art)"
At Each Other's Throats,Finished,"Comedy, Life",4,#14736,#7806,7.05,Sengae (Story & Art)
Deja-vu,Finished,"Drama, Fantasy, Romance, Sci-Fi",4,#17657,#7963,7.04,"Yoon, In-Wan (Story), Yoon, Seung-Ki (Art), Yang, Kyung-il (Art), Lee, Vin (Art), Park, Sung-Woo (Art), Kim, Tae-Hyung (Art), Byung Jun, Byun (Art)"
Soul to Seoul,Finished,"Drama, Romance",4,#16276,#7966,7.04,"Kim, Jea-Eun (Story & Art)"
Utopia's Avenger,Finished,"Action, Romance, Sci-Fi, Supernatural",14,#15452,#7968,7.04,"Oh, Se Kwon (Story & Art)"
So I Married the Anti-Fan,Finished,Romance,6,#10353,#7948,7.04,"Jaerim (Art), Kim, Eunjeong (Story)"
The Viridescent Tiara,Publishing,"Fantasy, Romance",7,#8164,#7949,7.04,"Siya (Story), Binu (Art)"
The Antagonist's Pet,Finished,"Drama, Fantasy",4,#11757,#7950,7.04,"Harnenn (Story), Seobo (Art)"
The Overpowered Newbie,Publishing,"Action, Adventure, Fantasy",8,#5816,#7952,7.04,"Itbaem (Art), Ildeung Bokgwon (Story)"
I'm the Tyrant's Secretary,Publishing,"Fantasy, Romance",6,#10700,#7953,7.04,"Lee, Inhye (Story), Kio (Art)"
The Baby Divine Beast,Publishing,Fantasy,0,#18392,#7957,7.04,"Yunbaekrim (Story), Leaf (Art)"
Nine Heavens Swordmaster,Publishing,"Action, Fantasy",4,#6674,#7959,7.04,"Jo, Jinhaeng (Story), Saint Nine (Art)"
Deja-vu,Finished,"Drama, Fantasy, Romance, Sci-Fi",4,#17657,#7963,7.04,"Yoon, In-Wan (Story), Yoon, Seung-Ki (Art), Yang, Kyung-il (Art), Lee, Vin (Art), Park, Sung-Woo (Art), Kim, Tae-Hyung (Art), Byung Jun, Byun (Art)"
Soul to Seoul,Finished,"Drama, Romance",4,#16276,#7966,7.04,"Kim, Jea-Eun (Story & Art)"
Utopia's Avenger,Finished,"Action, Romance, Sci-Fi, Supernatural",14,#15452,#7968,7.04,"Oh, Se Kwon (Story & Art)"
Sweet Bitter Love,Finished,Romance,2,#14914,#8035,7.03,"Han, Yu-Rang (Story & Art)"
Inner Beauty,Finished,"Love, Supernatural",2,#21135,#8100,7.03,Jeollae Donghwa (Story & Art)
One Fine Day,Finished,"Comedy, Fantasy, Life",22,#20214,#8139,7.03,Sirial (Story & Art)
Ruby Doll,Finished,Romance,1,#16782,#8140,7.03,"Choi, Kyung-ah (Story & Art)"
The Lone Necromancer,Publishing,"Action, Fantasy",25,#3679,#8156,7.03,"Jijeomjang (Story), Kim, Dong-jun (Art)"
Lady Evony,Publishing,"Drama, Fantasy",4,#11945,#8157,7.03,"Jaya (Story), Neida (Art)"
The Lady with a Mask,Finished,Romance,2,#17065,#8158,7.03,"Min (Story), Merin (Art)"
No Outtakes,Finished,"Comedy, Romance",3,#25147,#8159,7.03,"Go, Sunyoung (Story & Art)"
King of the Mound,Publishing,"Sports, Supernatural",0,#18967,#8161,7.03,"D-Dart (Story), Meoyeon (Art), Togi (Art)"
Tyrant of the Tower Defense Game,Publishing,"Action, Fantasy",7,#9404,#8162,7.03,"Ryueun, Garam (Story), Gyong (Art)"
Seducing the Monster Duke,Publishing,"Fantasy, Romance",2,#16403,#8163,7.03,"Ellianyang (Story), Capu (Art)"
I Failed to Divorce My Husband,Publishing,"Fantasy, Romance",0,#22386,#8165,7.03,"Yulji (Story), Sunjinmugu (Art)"
A Summer Night's Dream,Finished,"Romance, Supernatural",0,#18560,#8171,7.02,"Kim, Subak (Story), Kan (Art)"
Reincarnated as an Unruly Heir,Publishing,Action,5,#7544,#8172,7.02,"Dae, Eunho (Story), Jeon, Madu (Art)"
The Wicked Little Princess,Publishing,Fantasy,4,#11541,#8174,7.02,"Cha, Sohee (Story), Hwasom (Art), Chouchou (Art)"
Call Me the Devil,Publishing,"Romance, Supernatural",3,#19929,#8175,7.02,"Ante (Story), Sseona (Art)"
Helmut,Publishing,"Action, Fantasy",9,#5919,#8176,7.02,"Honyo (Story), Chae3 (Art)"
The Part-Time Land of the Gods,Publishing,"Action, Fantasy",1,#18126,#8177,7.02,"God Ttingjak (Story), Deany (Art), Mir (Art)"
Vampire of the East,Finished,"Mystery, Romance, Supernatural",11,#14811,#8188,7.02,"Han, Seung-Hee (Art), Jo, Joo-Hee (Story)"
Ways of the Jogang Jicheo,Finished,"Comedy, Romance",6,#13061,#8220,7.02,"Han, Yu-Rang (Story & Art)"
GIRL,Finished,"Comedy, Fantasy, Romance",2,#13564,#8230,7.02,"Hwang, Mi Ri (Story & Art)"
Aegis,Finished,"Action, Love, Drama, Sci-Fi",6,#14434,#8259,7.02,"Yoo, Jinha (Story & Art)"
Nabi,Publishing,"Action, Drama, Romance",10,#14375,#8298,7.02,"Kim, Yeon-Joo (Story & Art)"
The Beloved Little Princess,Publishing,"Comedy, Fantasy",25,#4515,#8353,7.01,"Saha (Story), Dol-dae (Art)"
Witch Hunt,Finished,"Fantasy, Supernatural",12,#7597,#8360,7.01,"Park, So (Story & Art)"
The Taming of the Tyrant,Publishing,"Drama, Fantasy",11,#6571,#8370,7.01,"Yusoy (Story), Melting (Art)"
Two Steps Away,Finished,Romance,0,#24576,#8371,7.01,"Kim, Byung-gwan (Art), Lee, Eunjung (Story)"
"My Daughter, the Music Prodigy",Publishing,Drama,0,#18330,#8372,7.01,"Lee, Hansung (Story), Harvey (Art)"
He Can't Be This Dumb!,Finished,"Comedy, Romance",8,#16976,#8373,7.01,"Han, Jihye (Story), Pop (Art)"
The Slumbering Ranker,Publishing,"Action, Fantasy",8,#6518,#8374,7.01,"Warluck (Story), Cheon, Jinhui (Art)"
The Country Is Saved!,Finished,"Adventure, Fantasy, Romance, Sci-Fi",4,#19347,#8379,7.01,"Lee, Sang-Eun (Story & Art)"
XS Hybrid,Finished,"Action, Adventure, Sci-Fi",12,#9272,#8401,7.01,"Song, Ji-Hyung (Story & Art)"
Redrum 327,Finished,Horror,42,#8852,#8414,7.01,"Ko, Ya Seong (Story & Art)"
Ugly Duckling to Swan,Finished,"Comedy, Romance",23,#5790,#8427,7.01,"Hwang, Mi Ri (Story & Art)"
Lover Boy,Finished,Romance,2,#15216,#8440,7.01,"Han, Yu-Rang (Story & Art)"
Lost In London,Finished,"Romance, Supernatural",6,#10104,#8444,7.01,"Lee, Eun-Young (Story & Art)"
Ties of Compassion,Finished,"Comedy, Drama, Romance, Life",8,#14658,#8462,7.01,Jaehwalyong (Story & Art)
Fallen Angels,Finished,"Comedy, Drama, Romance",3,#11766,#8473,7.0,"Han, Yu-Rang (Story & Art)"
Nice Guy Syndrome,Finished,"Comedy, Romance",1,#13198,#8484,7.0,"Hwang, Mi Ri (Story & Art)"
The Dark Lord's Confession,Publishing,"Adventure, Fantasy",9,#17594,#8502,7.0,Tapseung (Story & Art)
Is This Hero for Real?,Publishing,"Action, Fantasy",19,#4335,#8477,7.0,"Parnar (Story), Ppayong (Art)"
The Crimson Lady,Publishing,"Fantasy, Suspense",7,#9668,#8504,7.0,"Cha, Seojin (Story), Taegong (Art)"
I Stole the Number One Ranker's Soul,Publishing,"Action, Fantasy",3,#15347,#8505,7.0,"Sulpurenamu (Story), Ijeong (Art)"
Lips Upon a Sword's Edge,Publishing,"Fantasy, Romance",3,#15761,#8506,7.0,"Yunsul (Story), Mwagwa (Art)"
Poison-Eating Healer,Publishing,"Action, Fantasy",4,#9759,#8507,7.0,"Park, Kyungwon (Story), Team Pove (Art)"
Boundless Ascension,Publishing,"Action, Fantasy",2,#6111,#8508,7.0,"Seonun (Story), 2 Sarang (Art)"
Demon King of the Royal Class,Publishing,"Action, Fantasy",11,#9455,#8509,7.0,"Geuljaengi S (Story), Ronopu (Art)"
Drug-Eating Genius Mage,Publishing,"Action, Adventure, Fantasy",3,#10663,#8511,7.0,"Geulgeunyuk (Story), Choegom (Art)"
The Constellations Are My Disciples,Publishing,"Action, Fantasy",3,#12665,#8512,7.0,"Bangguseok Kim-ssi (Story), Studio Inus (Art)"
Beautiful Fascination is Better Than Love,Finished,"Drama, Romance",14,#7545,#8550,7.0,"Lee, Hyeon-Sook (Story & Art)"
